好,22
酒店,18
不错,17
干净,14
舒服,10
整洁,9
卫生,7
入住,5
很棒,5
早餐,5
舒适,5
交通,4
特别,4
好吃,3
棒,3
吃,3
安静,3
住,3
挺大,2
地铁口,2
