不错,9
好,9
热情,5
酒店,5
便利,3
满意,3
温馨,3
亲切,3
站,2
吃饭,2
舒服,2
舒适,2
茶,2
棒,2
停车场,2
早餐,2
交通,2
亚朵,2
丰富,2
态度,2
