好,24
不错,23
酒店,22
升级,19
热情,17
送到,17
干净,13
住,7
服务,6
舒服,6
贴心,6
喜欢,6
丰富,5
房间,4
新,4
安静,4
感觉,3
很棒,3
入住,3
满意,3
