酒店,2
唯一,2
缺点,2
一般般,1
立交,1
道,1
行,1
节目,1
舒适,1
舒服,1
杂音,1
不好,1
旁,1
好,1
嘈杂,1
升级,1
丰富,1
不错,1
不远,1
钱,1
