酒店,15
距离,15
位置,12
好,12
不错,8
交通,4
送到,4
号,4
号线,4
靠近,3
接送,3
打车,3
出门,3
安静,3
好离,3
游玩,2
走,2
商场,2
地方,2
超市,2
