酒店,18
好,15
不错,11
房间,6
干净,6
携程,5
对得起,5
早餐,5
舒服,5
新,4
无懈可击,4
上海,4
丰富,3
五星,3
舒适,3
地方,3
整洁,3
很棒,2
徐家汇,2
感觉,2
